stationid tempinfo preciptype precipq frozenprecipfreq press1 press2 press3 tempdry dewpt 
03103KFLG FLG2006061322550555  NP           0.00             39991   23.379  23.375  23.369    64   31          
03103KFLG FLG2006061322560556  NP           0.00             39991   23.379  23.374  23.368    64   31          
03103KFLG FLG2006061322570557  NP           0.00             39991   23.378  23.374  23.368    64   31          
03103KFLG FLG2006061322580558  NP           0.00             39991   23.378  23.373  23.368    64   31          
03103KFLG FLG2006061322590559  NP           0.00             39991   23.378  23.373  23.367    63   31          
03103KFLG FLG2006061323000600  NP           0.00             39991   23.378  23.373  23.368    63   31          
03103KFLG FLG2006061323010601  NP           0.00             39991   23.377  23.373  23.367    63   30          
03103KFLG FLG2006061323020602  NP           0.00             39991   23.378  23.373  23.367    63   30          
03103KFLG FLG2006061323030603  NP           0.00             39991   23.377  23.373  23.367    63   30          
03103KFLG FLG2006061323040604  NP           0.00             39991   23.377  23.373  23.367    63   30          
03103KFLG FLG2006061323050605  NP           0.00             39991   23.377  23.373  23.367    63   30          
03103KFLG FLG2006061323060606  NP           0.00             39991   23.378  23.373  23.367    63   30          
03103KFLG FLG2006061323070607  NP           0.00             39991   23.377  23.372  23.367    63   31          
03103KFLG FLG2006061323080608  NP           0.00             39991   23.377  23.373  23.367    63   31          
03103KFLG FLG2006061323090609  NP           0.00             39991   23.377  23.373  23.367    63   31          
03103KFLG FLG2006061323100610  NP           0.00             39991   23.377  23.372  23.366    63   31          
03103KFLG FLG2006061323110611  NP           0.00             39991   23.376  23.372  23.366    64   31          
03103KFLG FLG2006061323120612  NP           0.00             39991   23.376  23.372  23.366    63   31          
03103KFLG FLG2006061323130613  NP           0.00             39991   23.376  23.371  23.366    65   31          
03103KFLG FLG2006061323140614  NP           0.00             39991   23.375  23.371  23.365    66   31          
03103KFLG FLG2006061323150615  NP           0.00             39992   23.375  23.371  23.365    66   31          
03103KFLG FLG2006061323160616  NP           0.00             39992   23.375  23.370  23.365    67   31          
03103KFLG FLG2006061323170617  NP           0.00             39992   23.374  23.370  23.364    66   31          
03103KFLG FLG2006061323180618  NP           0.00             39992   23.374  23.370  23.364    66   31          
03103KFLG FLG2006061323190619  NP           0.00             39991   23.374  23.369  23.363    64   31          
03103KFLG FLG2006061323200620  NP           0.00             39991   23.373  23.369  23.363    65   31          
03103KFLG FLG2006061323210621  NP           0.00             39991   23.374  23.369  23.363    66   31          
03103KFLG FLG2006061323220622  NP           0.00             39992   23.374  23.369  23.364    67   31          
03103KFLG FLG2006061323230623  NP           0.00             39992   23.373  23.368  23.362    67   31          
03103KFLG FLG2006061323240624  NP           0.00             39992   23.373  23.368  23.362    67   31          
03103KFLG FLG2006061323250625  NP           0.00             39992   23.373  23.369  23.363    67   31          
03103KFLG FLG2006061323260626  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323270627  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323280628  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323290629  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323300630  NP           0.00             39992   23.372  23.367  23.362    66   31          
03103KFLG FLG2006061323310631  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323320632  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323330633  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323340634  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323350635  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323360636  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323370637  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323380638  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323390639  NP           0.00             39992   23.371  23.366  23.361    66   31          
03103KFLG FLG2006061323400640  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323410641  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323420642  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323430643  NP           0.00             39992   23.371  23.367  23.361    67   31          
03103KFLG FLG2006061323440644  NP           0.00             39992   23.372  23.367  23.361    67   31          
03103KFLG FLG2006061323450645  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323460646  NP           0.00             39992   23.372  23.368  23.362    67   31          
03103KFLG FLG2006061323470647  NP           0.00             39992   23.372  23.367  23.361    67   31          
03103KFLG FLG2006061323480648  NP           0.00             39992   23.372  23.367  23.361    66   31          
03103KFLG FLG2006061323490649  NP           0.00             39992   23.371  23.367  23.361    67   31          
